File_Name,Channel_1_mean,Channel_1_std,Channel_1_max,Channel_1_min,Channel_1_rms,Channel_1_peak_to_peak,Channel_2_mean,Channel_2_std,Channel_2_max,Channel_2_min,Channel_2_rms,Channel_2_peak_to_peak,Channel_3_mean,Channel_3_std,Channel_3_max,Channel_3_min,Channel_3_rms,Channel_3_peak_to_peak,Channel_4_mean,Channel_4_std,Channel_4_max,Channel_4_min,Channel_4_rms,Channel_4_peak_to_peak
2004.02.12.13.12,-0.0020170898437499997,0.07842744893849181,0.439,-0.381,0.07845338360094803,0.8200000000000001,-0.0012224609375,0.09568609375700858,0.476,-0.43,0.09569390236174273,0.9059999999999999,-0.00162607421875,0.1086957682837348,0.962,-0.757,0.10870793053018833,1.7189999999999999,-0.002717138671875,0.056113860594305724,0.276,-0.3,0.056179606561094525,0.5760000000000001
2004.02.12.13.22,-0.001661767578125,0.07760498435587541,0.405,-0.444,0.07762277416041877,0.849,-0.0016699218750000002,0.09292757088853607,0.454,-0.41,0.09294257404608772,0.864,-0.0014107910156250002,0.10420585682409894,0.984,-0.769,0.10421540638377022,1.7530000000000001,-0.0027646484375,0.05476019882421017,0.308,-0.278,0.054829943062618625,0.5860000000000001
2004.02.12.13.32,-0.0027571777343750005,0.07777670281156139,0.356,-0.405,0.07782555832949016,0.761,-0.00177392578125,0.09495022834677053,0.405,-0.425,0.09496679775469556,0.8300000000000001,-0.001863330078125,0.10521330186669284,0.676,-0.649,0.10522980038312282,1.3250000000000002,-0.003074755859375,0.055541221384568185,0.229,-0.222,0.055626265347265356,0.451
2004.02.12.13.42,-0.0022611328125000003,0.07890076758853798,0.471,-0.403,0.07893316063389487,0.874,-0.0007662109375,0.09547240956006874,0.479,-0.454,0.09547548411192398,0.933,-0.0014248046875,0.10675132239905147,0.918,-0.935,0.10676083037492612,1.8530000000000002,-0.00307001953125,0.05467779985043284,0.215,-0.229,0.054763918928490224,0.444
2004.02.12.13.52,-0.0014483886718750002,0.07901527413866453,0.415,-0.388,0.07902854786058722,0.8029999999999999,-0.001681689453125,0.09565077571662774,0.486,-0.413,0.09566555793288081,0.899,-0.001846240234375,0.10560172145723455,0.889,-0.662,0.10561785917984882,1.5510000000000002,-0.0029849609375000004,0.05526646273041951,0.242,-0.229,0.0553470134201589,0.471
2004.02.12.14.02,-0.0018087402343750004,0.07934267114626233,0.381,-0.361,0.07936328499916934,0.742,-0.0012542480468749999,0.09608047955380966,0.408,-0.486,0.09608866576997063,0.8939999999999999,-0.0008227050781250001,0.10640111111905765,0.693,-0.703,0.10640429169453469,1.396,-0.0029350585937500005,0.05516899004242559,0.266,-0.232,0.0552470092516328,0.498
2004.02.12.14.12,-0.001801708984375,0.07946629829958578,0.344,-0.342,0.07948672040475141,0.6859999999999999,-0.001448779296875,0.09432366160279361,0.417,-0.347,0.09433478732476888,0.764,-0.0012916503906249999,0.10652067291567878,0.972,-0.618,0.10652850378720535,1.5899999999999999,-0.0027037109374999997,0.054686116106583145,0.269,-0.293,0.054752911773313484,0.562
2004.02.12.14.22,-0.0022458496093750004,0.07972131548057863,0.366,-0.393,0.07975294340914243,0.759,-0.0014227539062500003,0.09626145878337551,0.422,-0.466,0.09627197243113518,0.888,-0.0013483886718750001,0.10518184895666498,0.669,-0.684,0.10519049149972219,1.3530000000000002,-0.00309033203125,0.056563254002977764,0.222,-0.264,0.05664761120708225,0.486
2004.02.12.14.32,-0.0019770019531250003,0.07935676530457542,0.413,-0.437,0.07938138784581765,0.85,-0.0013240234375,0.09673244798508385,0.667,-0.4,0.09674150883281694,1.0670000000000002,-0.00237470703125,0.1079761942301264,0.847,-0.681,0.10800230439164829,1.528,-0.002956982421875,0.05602606775982585,0.22,-0.217,0.056104046321739355,0.437
2004.02.12.14.42,-0.0021740722656250003,0.07756141544378374,0.405,-0.308,0.07759187944533484,0.7130000000000001,-0.0015088867187500001,0.09473912948407975,0.603,-0.381,0.09475114455525722,0.984,-0.0019612792968749996,0.10657505293881057,0.566,-0.688,0.10659309792566601,1.254,-0.0032119140625,0.05540676214731253,0.242,-0.259,0.05549978093284468,0.501
2004.02.12.14.52,-0.0015153320312499999,0.07772622576182905,0.344,-0.388,0.07774099563514575,0.732,-0.0015135253906249997,0.09623453463755909,0.442,-0.42,0.09624643586136385,0.862,-0.002003857421875,0.1056096135000783,0.608,-0.713,0.10562862258026053,1.321,-0.003076416015625,0.055132317492346816,0.227,-0.237,0.05521808370070556,0.46399999999999997
2004.02.12.15.02,-0.00224921875,0.0774813044446991,0.369,-0.4,0.07751394405806931,0.769,-0.0021186035156250003,0.09511310929708484,0.444,-0.439,0.09513670186114098,0.883,-0.002367138671875,0.10742906873283874,0.889,-0.981,0.10745514484796377,1.87,-0.003186083984375,0.0554029741320142,0.222,-0.222,0.05549451030352574,0.444
2004.02.12.15.12,-0.0023556640625,0.07824409152481353,0.391,-0.344,0.07827954401833694,0.735,-0.0013390625,0.0946740217175947,0.403,-0.522,0.0946834910454959,0.925,-0.001291650390625,0.10654673201069578,0.728,-0.535,0.10655456096709622,1.263,-0.003020556640625,0.055081121968841566,0.242,-0.276,0.05516388093459003,0.518
2004.02.12.15.22,-0.00244453125,0.07882328465921586,0.383,-0.488,0.07886118143611597,0.871,-0.001529052734375,0.09586485510864304,0.474,-0.474,0.09587704859488337,0.948,-0.0017863281250000002,0.10489343899190542,0.776,-0.723,0.10490864841241046,1.499,-0.00291376953125,0.05517047166023242,0.283,-0.266,0.05524736189261664,0.5489999999999999
2004.02.12.15.32,-0.0022748046875,0.0785494350087652,0.403,-0.4,0.07858236746600665,0.803,-0.002049658203125,0.09490002256116559,0.452,-0.452,0.09492215432057668,0.904,-0.0014609863281249999,0.10486322304910291,0.635,-0.64,0.10487340000828083,1.275,-0.0034757812499999997,0.05432378514244151,0.222,-0.225,0.05443486646901965,0.447
2004.02.12.15.42,-0.0018186035156250002,0.08021030375043676,0.396,-0.378,0.08023091764702917,0.774,-0.0017956054687499998,0.09487624042041871,0.427,-0.466,0.09489323050308963,0.893,-0.0016982421875,0.1048905147047868,0.637,-0.679,0.10490426159867149,1.316,-0.00293701171875,0.056733159647336544,0.234,-0.239,0.05680913167270074,0.473
2004.02.12.15.52,-0.0018798339843750004,0.07739824509206791,0.388,-0.344,0.07742107025313345,0.732,-0.00199599609375,0.09547086323143954,0.466,-0.449,0.09549172595865309,0.915,-0.0018504394531250004,0.1042352561179323,0.684,-0.667,0.10425167981447889,1.351,-0.003500048828124999,0.05528098325258529,0.264,-0.31,0.055391673121254204,0.5740000000000001
2004.02.12.16.02,-0.0019884765625,0.07899110019602928,0.376,-0.364,0.07901612461528817,0.74,-0.00178076171875,0.09624420884062213,0.459,-0.476,0.09626068173276278,0.935,-0.0025443359375000004,0.10669887437146255,0.745,-0.876,0.10672920611294737,1.621,-0.003243896484375,0.05588777413449237,0.251,-0.291,0.055981837787887734,0.542
2004.02.12.16.12,-0.0013528320312499998,0.07822305672439377,0.359,-0.303,0.07823475415576188,0.6619999999999999,-0.0013816894531250002,0.0978430192337233,0.483,-0.408,0.097852774505967,0.891,-0.0016906250000000005,0.1081180086702864,0.645,-0.657,0.10813122588650677,1.302,-0.0026141113281250004,0.05552381479919039,0.227,-0.225,0.0555853180965138,0.452
2004.02.12.16.22,-0.001791064453125,0.07810817348945709,0.356,-0.354,0.07812870584960675,0.71,-0.0015623535156250002,0.09524338589819027,0.403,-0.352,0.09525619930408401,0.755,-0.0011615234375000004,0.1028676110082962,0.825,-0.63,0.10287416843527825,1.455,-0.0030807617187499996,0.055542237596556056,0.225,-0.286,0.055627612298210324,0.511
2004.02.12.16.32,-0.00203349609375,0.07683498673524616,0.347,-0.413,0.07686189103169887,0.76,-0.001471728515625,0.09594404233362759,0.461,-0.364,0.09595532942020796,0.825,-0.0014912109374999997,0.10627495488605784,0.686,-0.754,0.10628541643185932,1.44,-0.0028114746093749997,0.05556906997831811,0.21,-0.244,0.055640146726391504,0.45399999999999996
2004.02.12.16.42,-0.0018202636718749998,0.07984444085763252,0.352,-0.457,0.07986518700725069,0.8089999999999999,-0.002276025390625,0.0964936679807248,0.442,-0.435,0.09652050689855046,0.877,-0.0014645507812500002,0.10491064749679434,0.764,-0.569,0.10492086955028299,1.333,-0.003012158203125,0.056386681150449626,0.232,-0.264,0.05646707809160241,0.496
2004.02.12.16.52,-0.002309033203125,0.07739473796891001,0.356,-0.378,0.07742917473155306,0.734,-0.0017294433593750005,0.09546862209628663,0.581,-0.386,0.09548428550969461,0.967,-0.0022916015625,0.1074285110576331,0.798,-0.752,0.10745294982354486,1.55,-0.0027642578125,0.056033258572441,0.308,-0.281,0.05610140094061824,0.589
2004.02.12.17.02,-0.001993701171875,0.07843592197972266,0.498,-0.398,0.0784612560514543,0.896,-0.0018719238281249997,0.09677743551173781,0.457,-0.449,0.09679553772280453,0.906,-0.00211201171875,0.1067810568125258,0.989,-0.869,0.1068019414032348,1.858,-0.003388427734375,0.05653621499815002,0.239,-0.239,0.05663766457780657,0.478
2004.02.12.17.12,-0.0024907226562500004,0.07855648477783131,0.354,-0.371,0.0785959604559929,0.725,-0.0008767578124999998,0.09722928134675772,0.427,-0.415,0.09723323431558137,0.842,-0.0022390136718749994,0.10715440930270453,0.845,-0.82,0.10717779907814107,1.665,-0.003306982421875,0.056234235204706794,0.227,-0.251,0.0563313886017101,0.478
2004.02.12.17.22,-0.001803759765625,0.0786407433781452,0.393,-0.354,0.07866142681365101,0.747,-0.000918505859375,0.09511538248705184,0.505,-0.479,0.09511981727627464,0.984,-0.0013694335937499999,0.10525439765563746,0.752,-0.676,0.10526330592480339,1.428,-0.002696533203125,0.055708350015225006,0.234,-0.239,0.05577357396414879,0.473
2004.02.12.17.32,-0.001730615234375,0.07760924722037751,0.449,-0.33,0.07762854039078106,0.779,-0.0009978515624999998,0.09503882941696365,0.449,-0.374,0.09504406769855496,0.823,-0.001357373046875,0.10298306221347636,0.654,-0.583,0.10299200728431855,1.237,-0.0032916992187499994,0.05498149075487387,0.22,-0.239,0.05507993835667393,0.45899999999999996
2004.02.12.17.42,-0.0019462890624999999,0.07818452198751644,0.415,-0.334,0.07820874324224403,0.749,-0.0018541992187499998,0.09456809680615572,0.444,-0.383,0.09458627272644403,0.827,-0.0013387695312500002,0.10184375518204195,0.552,-0.61,0.10185255408401647,1.162,-0.00303681640625,0.055436397360982353,0.225,-0.222,0.055519513742917456,0.447
2004.02.12.17.52,-0.0016118652343750002,0.07807192688424783,0.469,-0.444,0.07808856431612202,0.913,-0.0011041015625,0.09682734212192305,0.503,-0.583,0.09683363683481196,1.0859999999999999,-0.003328466796875,0.1069766679721458,1.057,-0.835,0.10702843632250555,1.892,-0.0033448242187499996,0.05527980886483928,0.251,-0.278,0.05538090932069913,0.529
2004.02.12.18.02,-0.001743408203125,0.07646238946336069,0.344,-0.361,0.07648226248359404,0.705,-0.0020607421875,0.09471211737456912,0.479,-0.5,0.09473453349195055,0.979,-0.002097705078125,0.10495687113962969,0.667,-0.82,0.10497783178374197,1.487,-0.00347412109375,0.05572754079392398,0.232,-0.269,0.055835726200278796,0.501
2004.02.12.18.12,-0.002005615234375,0.07888778445886611,0.364,-0.325,0.07891327536794347,0.6890000000000001,-0.0009242675781249999,0.09578168676975601,0.393,-0.393,0.09578614613301667,0.786,-0.00175927734375,0.10703397059437027,0.745,-0.71,0.10704842790984252,1.455,-0.0028974121093749998,0.05593432666576779,0.317,-0.269,0.05600931972881277,0.5860000000000001
2004.02.12.18.22,-0.0021379394531250004,0.07729310252096656,0.396,-0.356,0.07732266473953077,0.752,-0.001722119140625,0.09448267697850685,0.464,-0.449,0.09449837005662783,0.913,-0.002912744140625,0.10654399836493317,0.613,-0.613,0.10658380583379272,1.226,-0.0022852050781249997,0.05567507275633133,0.232,-0.251,0.05572195158707092,0.483
2004.02.12.18.32,-0.00220166015625,0.07821656732108538,0.349,-0.415,0.07824754763529333,0.764,-0.0019171386718749995,0.09600812912774458,0.481,-0.43,0.09602726841526252,0.911,-0.0014570312500000002,0.10459717282911031,0.667,-0.627,0.10460732050820463,1.294,-0.0031881347656250005,0.05613861633476406,0.217,-0.232,0.05622907119333935,0.449
2004.02.12.18.42,-0.00212666015625,0.0769404413543266,0.366,-0.405,0.0769698265505305,0.771,-0.0012449707031249996,0.09470997154501597,0.442,-0.413,0.09471815381493337,0.855,-0.00130400390625,0.1027133653117073,0.696,-0.657,0.10272164250947192,1.353,-0.0028795410156249998,0.05514264962796454,0.237,-0.229,0.05521778304543859,0.46599999999999997
2004.02.12.18.52,-0.0019012695312499999,0.0784566088423693,0.396,-0.396,0.07847964256337435,0.792,-0.00172734375,0.0965363474615939,0.496,-0.476,0.09655180007465552,0.972,-0.0025740234375,0.10486679417494701,0.698,-0.591,0.10489837995501884,1.289,-0.0032108398437500005,0.055909594817473304,0.256,-0.259,0.056001716805435975,0.515
2004.02.12.19.02,-0.001943994140625,0.07851550116945437,0.403,-0.427,0.07853956351488958,0.8300000000000001,-0.0010604492187500005,0.09610413388099885,0.52,-0.525,0.0961099844010106,1.045,-0.002068798828125,0.10345324702229323,0.942,-0.613,0.10347393028220622,1.555,-0.003169775390625,0.05614877554030999,0.249,-0.254,0.056238176274690174,0.503
2004.02.12.19.12,-0.0018521484375,0.07935929787647265,0.532,-0.461,0.07938090836770041,0.9930000000000001,-0.0011844726562499999,0.09548311907574472,0.471,-0.4,0.09549046551308801,0.871,-0.001581689453125,0.10422358247172037,0.664,-0.588,0.1042355835824102,1.252,-0.0031755859375000002,0.05517803243437149,0.247,-0.225,0.05526933697245698,0.472
2004.02.12.19.22,-0.0020525390625,0.07688593782324185,0.352,-0.386,0.07691333012919477,0.738,-0.002010009765625,0.09578814487520215,0.671,-0.378,0.09580923148575311,1.049,-0.0022109375000000002,0.10315118530006621,0.608,-0.559,0.10317487714282726,1.167,-0.003000732421875,0.05722862037213489,0.244,-0.271,0.057307236757373196,0.515
2004.02.12.19.32,-0.001935693359375,0.0766034706411227,0.393,-0.4,0.07662792325938943,0.793,-0.0015411621093749997,0.0940604799669779,0.391,-0.391,0.09407310493581907,0.782,-0.00289130859375,0.10522497801700036,0.688,-0.686,0.10526469334046673,1.374,-0.0034065917968749996,0.05497639910453702,0.232,-0.227,0.05508184207315397,0.459
2004.02.12.19.42,-0.0021050292968750003,0.07831092036327802,0.442,-0.349,0.07833920727505721,0.7909999999999999,-0.0019456054687500002,0.09630855296008876,0.425,-0.505,0.09632820331505332,0.9299999999999999,-0.0017166503906250001,0.10512398620995468,0.513,-0.71,0.10513800152767969,1.2229999999999999,-0.0036416015625,0.05630399463873542,0.251,-0.3,0.05642163657869869,0.5509999999999999
2004.02.12.19.52,-0.002425537109375,0.07734228926780076,0.352,-0.461,0.07738031364276786,0.813,-0.001418896484375,0.09574375267413537,0.449,-0.369,0.09575426592773492,0.8180000000000001,-0.0012374999999999999,0.10446578452641204,0.964,-0.767,0.10447311397181933,1.7309999999999999,-0.0030388671875,0.05512973914122246,0.244,-0.239,0.055213429992733654,0.483
2004.02.12.20.02,-0.00203681640625,0.07739667641153741,0.383,-0.452,0.07742347280137335,0.835,-0.0016173828125000001,0.09499833772489959,0.515,-0.427,0.09501210500592149,0.942,-0.00100068359375,0.10305327382294291,0.615,-0.747,0.10305813220353478,1.362,-0.0035380371093749995,0.05421517656140723,0.244,-0.254,0.05433049858202918,0.498
2004.02.12.20.12,-0.00204736328125,0.07596992815109205,0.347,-0.347,0.07599751100981861,0.694,-0.002355322265625,0.09404866730719487,0.415,-0.415,0.09407815562198471,0.83,-0.00189150390625,0.10217273281145092,0.698,-0.706,0.10219023983330061,1.404,-0.0033019042968750003,0.0540147849071081,0.254,-0.232,0.05411561290927855,0.486
2004.02.12.20.22,-0.001757666015625,0.0781090853466685,0.388,-0.349,0.07812885896719358,0.737,-0.0014138183593749999,0.09715171766160298,0.432,-0.398,0.0971620045437162,0.8300000000000001,-0.00167548828125,0.10546108381747693,0.645,-0.562,0.10547439244166093,1.207,-0.00283828125,0.054170471295043654,0.234,-0.222,0.054244776714272226,0.456
2004.02.12.20.32,-0.0018957031249999998,0.07864043941895045,0.413,-0.366,0.0786632849704597,0.7789999999999999,-0.0011302734374999998,0.09568624224313928,0.498,-0.535,0.09569291756789658,1.033,-0.0010177734375,0.10590513829327367,1.135,-0.928,0.10591002870213709,2.063,-0.0028608886718750003,0.05585884950444524,0.273,-0.278,0.05593206371977638,0.551
2004.02.12.20.42,-0.00229462890625,0.07709218438354404,0.342,-0.327,0.07712632634090483,0.669,-0.001943408203125,0.0955974540109942,0.43,-0.386,0.09561720582002031,0.8160000000000001,-0.0018148437499999996,0.10458113390437869,0.591,-0.618,0.10459687962153794,1.209,-0.0031359863281250006,0.05445694717489393,0.232,-0.234,0.054547167716201134,0.466
2004.02.12.20.52,-0.00255654296875,0.07926025001588238,0.391,-0.386,0.07930147000233508,0.777,-0.0017577636718750002,0.09520879482787796,0.474,-0.457,0.09522501953637566,0.931,-0.001692578125,0.10422468931536578,0.586,-0.562,0.10423843189339405,1.1480000000000001,-0.0030479492187499998,0.05669517197338034,0.237,-0.273,0.05677704218723664,0.51
2004.02.12.21.02,-0.0020714355468749997,0.07691473137716869,0.408,-0.361,0.0769426198413264,0.7689999999999999,-0.0018206542968750004,0.09600857512341357,0.469,-0.364,0.09602583651964128,0.833,-0.0020623046874999997,0.10214494299692309,0.698,-0.649,0.10216575982426182,1.347,-0.0026861816406250003,0.055537141855331325,0.254,-0.244,0.055602065584523255,0.498
2004.02.12.21.12,-0.0018758300781250002,0.07717660830160832,0.386,-0.388,0.0771994016001541,0.774,-0.0014166015625000001,0.09450931138904713,0.417,-0.498,0.09451992752440487,0.915,-0.00146513671875,0.10592758644332397,0.981,-0.93,0.10593771847322606,1.911,-0.003094775390625,0.05506444069409456,0.254,-0.237,0.0551513396362398,0.491
2004.02.12.21.22,-0.0017930175781249997,0.07697548805816472,0.371,-0.381,0.07699636792620886,0.752,-0.001588427734375,0.0957070899325034,0.449,-0.486,0.09572027040295919,0.935,-0.0014183105468749998,0.10206894195969089,0.569,-0.618,0.10207879563150285,1.1869999999999998,-0.003047705078125,0.055617697199755095,0.215,-0.237,0.05570113776258861,0.45199999999999996
2004.02.12.21.32,-0.0019039550781249997,0.07742266494287933,0.459,-0.383,0.0774460721521555,0.8420000000000001,-0.00095810546875,0.09549707488323662,0.496,-0.454,0.09550188101468866,0.95,-0.00165634765625,0.10479987890217424,0.718,-0.625,0.10481296725820116,1.343,-0.003030224609375,0.05524179551063319,0.242,-0.264,0.055324842814253664,0.506
2004.02.12.21.42,-0.001963623046875,0.0766164975079725,0.393,-0.32,0.07664165646604577,0.7130000000000001,-0.0010088867187500003,0.09582784663425073,0.493,-0.356,0.09583315732547243,0.849,-0.00061826171875,0.10463710530750851,0.886,-0.701,0.10463893183078418,1.587,-0.003162060546875,0.05494882789970157,0.374,-0.31,0.05503973396059546,0.6839999999999999
2004.02.12.21.52,-0.001947021484375,0.07693101411986752,0.369,-0.386,0.07695564843578329,0.755,-0.0016390625,0.09563201566125015,0.439,-0.393,0.09564606079349271,0.8320000000000001,-0.002064404296875,0.10400340524837838,0.762,-0.654,0.10402389181509879,1.416,-0.0030784179687500003,0.05434696478268981,0.208,-0.232,0.05443408158756102,0.44
2004.02.12.22.02,-0.00241171875,0.07728708668930986,0.444,-0.381,0.0773247059887718,0.825,-0.001124072265625,0.09598066815149432,0.432,-0.422,0.09598725018076945,0.854,-0.001303759765625,0.1038276924159767,1.055,-0.522,0.10383587772033867,1.577,-0.0032920898437499998,0.05579086870787574,0.212,-0.225,0.05588791360141073,0.437
2004.02.12.22.12,-0.002700634765625,0.07572478230967107,0.5,-0.361,0.07577292447823547,0.861,-0.002216162109375,0.09413394505614377,0.508,-0.386,0.09416002860199292,0.894,-0.0015990722656249999,0.10346891776035295,0.759,-0.823,0.10348127354555207,1.5819999999999999,-0.0030668945312500003,0.05532442507154221,0.259,-0.259,0.05540936609962706,0.518
2004.02.12.22.22,-0.00187890625,0.07666611091522911,0.391,-0.349,0.07668913124793174,0.74,-0.001242578125,0.09647440785357028,0.452,-0.356,0.09648240964597511,0.808,-0.0018946777343750003,0.10604915986282488,0.764,-0.847,0.10606608369939999,1.611,-0.002834619140625,0.055725781619121124,0.278,-0.222,0.05579782973140062,0.5
2004.02.12.22.32,-0.002236181640625,0.07736800711452542,0.364,-0.439,0.07740031675131004,0.8029999999999999,-0.001795751953125,0.09588339135540352,0.554,-0.459,0.0959002057499911,1.0130000000000001,-0.0025425781249999997,0.10384556283962387,0.591,-0.779,0.10387668470354645,1.37,-0.0034352050781250006,0.05671525472061595,0.298,-0.276,0.0568191935172713,0.5740000000000001
2004.02.12.22.42,-0.0015485839843750002,0.07793970891358244,0.383,-0.398,0.07795509180220767,0.781,-0.0004439453125,0.09790397969788822,0.459,-0.544,0.09790498622708141,1.0030000000000001,-0.00126591796875,0.10422180931855815,0.754,-0.735,0.10422949719699075,1.4889999999999999,-0.0028945800781250003,0.05562970985958804,0.232,-0.242,0.05570496578304869,0.474
2004.02.12.22.52,-0.00193642578125,0.07879662162435938,0.332,-0.437,0.07882041185009597,0.769,-0.0012281738281250002,0.09693044299135867,0.425,-0.608,0.0969382235728153,1.033,-0.0010160644531249999,0.10618929463306422,0.608,-0.801,0.10619415559078864,1.409,-0.003147802734375001,0.05632588527149251,0.273,-0.261,0.056413775034754365,0.534
